Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Adrian Dantley*,UTA,1985,9.3,17.5,.531,0.0,0.0,,9.3,17.5,.531,8.0,9.9,.804,2.7,3.2,3.4,1.0,0.1,3.1,2.4,26.6
Brad Davis,DAL,1985,3.8,7.5,.505,0.6,1.4,.409,3.2,6.1,.527,1.9,2.2,.888,0.5,1.9,7.1,1.1,0.1,1.5,2.7,10.1
Charles Davis,TOT,1985,2.5,5.8,.430,0.0,0.2,.100,2.5,5.7,.439,0.8,1.0,.823,1.0,1.5,0.8,0.4,0.1,0.9,1.9,5.9
Johnny Davis,CLE,1985,4.4,10.4,.426,0.2,0.6,.261,4.3,9.8,.436,3.4,3.9,.850,0.5,1.1,5.6,0.6,0.1,2.0,1.8,12.4
Walter Davis,PHO,1985,6.0,13.4,.450,0.1,0.4,.300,5.9,13.0,.455,2.8,3.2,.877,0.3,1.3,4.3,0.8,0.0,2.2,1.8,15.0
Darryl Dawkins,NJN,1985,4.9,8.7,.566,0.0,0.0,.000,4.9,8.7,.568,3.7,5.2,.711,1.4,3.2,1.2,0.4,0.9,2.4,4.4,13.5
Darren Daye,WSB,1985,3.2,6.3,.512,0.0,0.1,.143,3.2,6.2,.517,2.2,3.1,.715,1.2,2.2,3.0,0.7,0.2,1.7,2.1,8.7
James Donaldson,LAC,1985,4.3,6.7,.637,0.0,0.0,,4.3,6.7,.637,2.8,3.7,.749,2.0,6.1,0.6,0.3,1.6,2.5,2.6,11.3
John Drew,UTA,1985,5.6,13.7,.412,0.0,0.2,.000,5.6,13.5,.418,4.9,6.4,.770,1.9,2.4,1.8,1.2,0.1,2.2,3.4,16.2
Larry Drew,KCK,1985,6.3,12.7,.501,0.1,0.4,.250,6.3,12.3,.508,2.1,2.7,.794,0.5,1.7,6.7,1.3,0.1,2.5,2.0,14.9
Clyde Drexler*,POR,1985,7.2,14.5,.494,0.1,0.5,.216,7.1,14.1,.503,2.8,3.7,.759,2.7,3.2,5.5,2.2,0.9,2.8,3.3,17.2
Mike Dunleavy,MIL,1985,3.4,7.1,.474,0.8,2.5,.340,2.5,4.6,.545,1.3,1.5,.862,0.3,1.3,4.5,0.8,0.2,2.1,2.9,8.9
T.R. Dunn,DEN,1985,2.2,4.4,.489,0.0,0.0,.000,2.2,4.4,.492,1.0,1.4,.724,2.1,2.7,1.9,1.7,0.2,0.8,2.6,5.4
Devin Durrant,IND,1985,1.9,4.6,.416,0.0,0.1,.000,1.9,4.6,.421,1.2,1.7,.706,0.8,1.3,1.4,0.3,0.2,1.3,1.8,5.1
Mark Eaton,UTA,1985,3.7,8.2,.449,0.0,0.0,,3.7,8.2,.449,2.3,3.3,.712,2.5,8.8,1.5,0.4,5.6,2.5,3.8,9.7
Jerry Eaves,ATL,1985,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,1.7,2.0,.833,0.0,0.0,1.3,0.0,0.0,1.3,2.0,3.7
Kenton Edelin,IND,1985,0.4,1.3,.308,0.0,0.0,,0.4,1.3,.308,0.3,0.8,.375,0.8,1.8,1.0,0.5,0.4,0.3,3.9,1.1
Franklin Edwards,LAC,1985,2.3,4.1,.545,0.0,0.0,,2.3,4.1,.545,1.2,1.5,.792,0.2,0.7,2.4,1.1,0.0,1.1,0.6,5.7
James Edwards,PHO,1985,5.5,10.9,.501,0.0,0.0,.000,5.5,10.9,.503,3.9,5.3,.746,1.4,4.2,2.2,0.4,0.7,2.3,3.4,14.9
Craig Ehlo,HOU,1985,0.8,1.5,.493,0.0,0.1,.000,0.8,1.5,.515,0.4,0.7,.633,0.2,0.4,0.6,0.2,0.1,0.5,0.6,1.9
Dale Ellis,DAL,1985,3.8,8.4,.454,0.6,1.5,.385,3.2,6.9,.470,1.1,1.4,.740,1.4,1.9,0.8,0.6,0.1,0.8,1.8,9.3
Chris Engler,TOT,1985,0.7,1.8,.400,0.0,0.0,,0.7,1.8,.400,0.5,0.8,.556,1.1,1.6,0.0,0.2,0.5,0.2,0.5,1.9
Alex English*,DEN,1985,11.6,22.4,.518,0.0,0.1,.200,11.6,22.3,.519,4.7,5.7,.829,2.5,3.1,4.2,1.2,0.6,3.1,3.2,27.9
Julius Erving*,PHI,1985,7.8,15.8,.494,0.0,0.2,.214,7.8,15.7,.497,4.3,5.7,.765,2.2,3.1,3.0,1.7,1.4,2.7,2.6,20.0
Mike Evans,DEN,1985,4.0,8.2,.489,0.7,1.9,.363,3.3,6.2,.528,1.4,1.6,.863,0.3,1.1,2.9,0.8,0.1,1.6,2.1,10.1
Kenny Fields,MIL,1985,1.6,3.7,.440,0.0,0.0,,1.6,3.7,.440,0.5,0.7,.750,0.8,0.8,0.7,0.2,0.2,0.6,1.6,3.8
Vern Fleming,IND,1985,5.4,11.5,.470,0.0,0.1,.000,5.4,11.5,.472,3.3,4.2,.767,1.9,2.2,3.1,1.2,0.1,2.5,2.9,14.1
Sleepy Floyd,GSW,1985,7.4,16.7,.445,0.5,1.7,.294,6.9,15.0,.462,4.1,5.1,.810,0.8,1.7,5.0,1.6,0.5,3.1,2.8,19.5
Phil Ford,HOU,1985,0.6,1.9,.298,0.0,0.2,.000,0.6,1.7,.326,0.6,0.7,.889,0.1,1.0,2.4,0.2,0.0,0.7,1.3,1.8
Rod Foster,PHO,1985,3.6,8.1,.450,0.5,1.6,.325,3.1,6.5,.480,1.1,1.4,.755,0.3,0.7,2.4,0.8,0.0,1.5,2.2,8.8
World B. Free,CLE,1985,8.6,18.7,.459,1.0,2.7,.368,7.6,16.0,.474,4.3,5.8,.749,0.9,2.1,4.5,1.1,0.2,2.0,2.3,22.5
Bill Garnett,IND,1985,2.3,4.8,.481,0.0,0.0,.000,2.3,4.7,.484,1.8,2.7,.690,1.5,2.9,1.0,0.4,0.2,1.4,3.0,6.4
George Gervin*,SAS,1985,8.3,16.4,.508,0.0,0.1,.000,8.3,16.3,.512,4.5,5.3,.844,1.1,2.2,2.5,0.9,0.7,2.8,2.9,21.2
Artis Gilmore*,SAS,1985,6.6,10.5,.623,0.0,0.0,.000,6.6,10.5,.624,6.0,8.0,.749,2.9,7.6,1.6,0.5,2.1,3.0,3.8,19.1
Mike Glenn,ATL,1985,3.8,6.5,.588,0.0,0.0,.000,3.8,6.4,.591,1.0,1.3,.816,0.3,1.0,2.0,0.5,0.0,0.9,1.2,8.6
Mike Gminski,NJN,1985,4.7,10.1,.465,0.0,0.0,.000,4.7,10.1,.465,3.4,4.0,.841,2.8,5.0,2.0,0.5,1.1,1.7,1.7,12.8
Lancaster Gordon,LAC,1985,1.7,4.6,.383,0.0,0.1,.222,1.7,4.4,.388,0.6,0.8,.755,0.4,0.6,1.4,0.5,0.1,1.1,1.0,4.1
Stewart Granger,ATL,1985,0.7,1.9,.353,0.0,0.1,.000,0.7,1.8,.375,0.4,0.9,.500,0.1,0.6,1.3,0.2,0.0,1.3,1.4,1.8
Butch Graves,CLE,1985,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,0.3,1.3,.200,0.0,0.5,0.3,0.3,0.0,0.3,1.0,1.3
Stuart Gray,IND,1985,0.7,1.8,.380,0.0,0.0,,0.7,1.8,.380,0.6,0.9,.681,0.6,1.8,0.3,0.2,0.3,1.0,1.6,2.0
Rickey Green,UTA,1985,4.9,10.4,.477,0.1,0.3,.300,4.9,10.1,.482,3.0,3.5,.869,0.5,2.0,7.8,1.7,0.0,2.3,1.7,13.0
Sidney Green,CHI,1985,2.3,5.2,.432,0.0,0.1,.000,2.3,5.1,.439,1.6,2.0,.806,1.5,3.6,0.6,0.2,0.3,1.4,2.1,6.1
Dave Greenwood,CHI,1985,2.5,5.4,.458,0.0,0.0,.000,2.5,5.4,.459,1.1,1.5,.713,1.8,4.6,1.3,0.6,0.3,1.0,3.1,6.1
Kevin Grevey,MIL,1985,2.4,5.4,.448,0.1,0.4,.242,2.3,5.0,.465,1.1,1.4,.822,0.3,1.0,1.2,0.4,0.0,0.7,1.1,6.1
Darrell Griffith,UTA,1985,9.3,20.4,.457,1.2,3.3,.358,8.2,17.1,.476,2.8,3.8,.725,1.6,2.8,3.1,1.7,0.4,3.2,2.3,22.6
Ernie Grunfeld,NYK,1985,2.7,5.6,.490,0.0,0.1,.250,2.7,5.4,.495,1.1,1.5,.740,0.6,1.6,1.5,0.7,0.1,0.6,1.9,6.6
Bob Hansen,UTA,1985,2.0,4.2,.489,0.0,0.1,.143,2.0,4.0,.500,0.7,1.3,.556,0.4,0.9,1.4,0.5,0.0,0.9,1.6,4.8
Bill Hanzlik,DEN,1985,2.8,6.5,.421,0.0,0.2,.067,2.7,6.3,.432,2.3,3.0,.756,1.1,1.5,2.6,1.1,0.3,1.4,3.6,7.8
Derek Harper,DAL,1985,4.0,7.7,.520,0.3,0.7,.344,3.8,7.0,.538,1.4,1.9,.721,0.6,1.9,4.4,1.8,0.5,1.5,2.4,9.6
Scott Hastings,ATL,1985,1.4,2.9,.473,0.0,0.0,,1.4,2.9,.473,1.0,1.3,.778,0.9,1.6,0.7,0.4,0.4,0.8,2.1,3.8
Steve Hayes,PHI,1985,0.9,1.6,.556,0.0,0.0,,0.9,1.6,.556,0.2,0.4,.500,1.0,2.1,0.1,0.1,0.4,0.2,1.7,2.0
Gerald Henderson,SEA,1985,5.4,11.3,.479,0.1,0.5,.237,5.3,10.8,.490,2.5,3.2,.780,0.9,1.5,7.1,1.8,0.1,2.9,2.5,13.4
Rod Higgins,CHI,1985,1.8,4.0,.441,0.1,0.5,.270,1.6,3.4,.468,0.9,1.3,.667,0.8,1.4,1.1,0.3,0.2,0.7,1.3,4.5
Roy Hinson,CLE,1985,6.1,12.2,.503,0.0,0.0,.000,6.1,12.1,.504,3.6,4.9,.721,2.4,5.4,0.9,0.7,2.3,2.3,4.1,15.8
Craig Hodges,MIL,1985,4.4,8.9,.490,0.6,1.6,.348,3.8,7.3,.523,1.3,1.6,.815,0.9,1.4,4.3,1.2,0.0,1.6,3.2,10.6
Lionel Hollins,HOU,1985,3.1,6.8,.461,0.0,0.2,.231,3.1,6.6,.467,1.4,1.7,.794,0.4,1.8,5.2,1.0,0.1,2.1,2.3,7.6
Michael Holton,PHO,1985,3.5,7.8,.446,0.2,0.6,.311,3.3,7.2,.458,1.3,1.6,.814,0.4,1.4,2.7,0.8,0.1,1.7,1.9,8.4
Phil Hubbard,CLE,1985,5.5,10.8,.505,0.0,0.1,.000,5.5,10.8,.507,4.9,6.5,.751,2.8,3.5,1.5,1.1,0.1,2.3,3.4,15.8
Jay Humphries,PHO,1985,3.5,7.8,.446,0.1,0.3,.200,3.4,7.6,.454,1.8,2.1,.829,0.4,1.7,4.4,1.3,0.1,2.1,2.6,8.8
Geoff Huston,CLE,1985,1.5,3.1,.480,0.0,0.0,,1.5,3.1,.480,0.3,0.4,.667,0.0,0.1,2.9,0.0,0.0,1.0,1.0,3.3
Marc Iavaroni,TOT,1985,2.3,5.1,.458,0.0,0.1,.000,2.3,5.1,.463,1.3,1.9,.680,1.4,3.0,1.7,0.5,0.5,1.7,3.1,6.0
Dan Issel*,DEN,1985,4.7,10.3,.459,0.0,0.1,.143,4.7,10.2,.462,3.3,4.1,.806,1.0,3.3,1.8,0.8,0.4,1.2,2.2,12.8
Ralph Jackson,IND,1985,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,0.0,0.0,,1.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0
Clemon Johnson,PHI,1985,2.0,4.1,.498,0.0,0.0,.000,2.0,4.0,.500,0.6,0.8,.735,1.6,2.2,0.6,0.3,0.8,0.7,1.9,4.7
Dennis Johnson*,BOS,1985,6.2,13.3,.462,0.1,0.3,.269,6.1,13.0,.467,3.3,3.8,.853,1.1,2.8,6.8,1.2,0.5,2.7,2.8,15.7
Eddie Johnson,ATL,1985,6.2,13.0,.479,0.3,1.0,.306,5.9,12.0,.493,3.6,4.5,.798,0.5,2.1,7.8,0.6,0.1,3.3,2.5,16.3
Eddie Johnson,KCK,1985,9.4,19.1,.491,0.2,0.7,.241,9.2,18.4,.500,4.0,4.5,.871,1.8,3.1,3.3,1.0,0.3,2.7,2.9,22.9
Frank Johnson,WSB,1985,3.8,7.8,.489,0.1,0.4,.353,3.7,7.4,.496,1.6,2.1,.750,0.5,0.9,3.1,0.9,0.1,1.3,1.6,9.3
George Johnson,NJN,1985,0.6,1.2,.532,0.0,0.0,1.000,0.6,1.2,.526,0.3,0.4,.815,1.1,1.7,0.3,0.3,1.2,0.6,2.3,1.6
George Johnson,PHI,1985,1.9,4.8,.407,0.0,0.2,.100,1.9,4.6,.419,0.9,1.0,.875,0.9,2.1,0.7,0.6,0.3,0.9,1.8,4.8
Magic Johnson*,LAL,1985,6.5,11.7,.561,0.1,0.5,.189,6.5,11.2,.577,5.1,6.0,.843,1.2,5.0,12.6,1.5,0.3,4.0,2.0,18.3
Marques Johnson,LAC,1985,6.9,15.2,.452,0.0,0.2,.231,6.8,15.0,.454,2.6,3.6,.731,2.6,3.3,3.4,1.0,0.4,2.4,2.7,16.4
Mickey Johnson,GSW,1985,4.6,10.8,.426,0.1,0.5,.233,4.5,10.4,.434,3.9,4.8,.823,2.3,3.7,2.3,1.1,0.5,2.2,3.3,13.3
Steve Johnson,CHI,1985,3.8,7.0,.545,0.0,0.0,.000,3.8,6.9,.548,2.4,3.4,.718,2.0,3.9,0.9,0.5,0.8,2.0,3.6,10.0
Vinnie Johnson,DET,1985,5.2,11.5,.454,0.1,0.3,.185,5.2,11.2,.462,2.3,3.0,.769,1.6,1.4,4.0,0.9,0.2,1.6,2.5,12.8
Bobby Jones*,PHI,1985,2.6,4.8,.538,0.0,0.1,.000,2.6,4.8,.543,2.3,2.7,.861,1.3,2.4,1.9,1.1,0.6,1.5,2.3,7.5
Caldwell Jones,CHI,1985,1.3,2.7,.461,0.0,0.0,.000,1.3,2.7,.469,0.9,1.1,.766,1.2,3.9,0.8,0.3,0.7,1.0,3.0,3.4
Charles Jones,PHO,1985,3.0,5.8,.520,0.0,0.1,.000,3.0,5.8,.524,2.3,3.6,.648,1.8,3.3,1.6,0.6,0.8,1.8,1.9,8.4
Charles Jones,TOT,1985,2.2,4.1,.528,0.0,0.0,,2.2,4.1,.528,1.3,1.9,.690,2.3,3.6,0.8,0.7,2.5,0.8,3.5,5.6
Earl Jones,LAL,1985,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Edgar Jones,TOT,1985,3.0,6.3,.473,0.0,0.1,.000,3.0,6.2,.480,1.9,2.5,.739,1.1,2.8,0.7,0.5,0.7,1.4,2.8,7.8
Major Jones,DET,1985,1.0,1.9,.552,0.0,0.0,,1.0,1.9,.552,0.7,1.1,.647,1.0,1.7,0.3,0.2,0.3,0.7,1.2,2.7
Ozell Jones,SAS,1985,1.6,2.7,.589,0.0,0.0,.000,1.6,2.7,.592,0.5,1.2,.398,1.0,2.6,0.8,0.4,0.9,0.9,2.1,3.7
Michael Jordan*,CHI,1985,10.2,19.8,.515,0.1,0.6,.173,10.1,19.2,.526,7.7,9.1,.845,2.0,4.5,5.9,2.4,0.8,3.5,3.5,28.2
Rich Kelley,UTA,1985,1.3,2.8,.477,0.0,0.0,.000,1.3,2.8,.481,1.1,1.5,.750,1.5,3.0,1.6,0.5,0.4,1.6,2.9,3.8
Clark Kellogg,IND,1985,7.3,14.4,.505,0.1,0.2,.500,7.2,14.3,.505,3.9,5.1,.760,2.9,6.5,3.2,1.1,0.3,3.0,3.2,18.6
Greg Kelser,IND,1985,2.1,5.3,.396,0.0,0.1,.000,2.1,5.2,.404,2.0,2.8,.714,0.6,1.3,1.3,0.7,0.0,1.2,1.6,6.2
Jerome Kersey,POR,1985,2.3,4.8,.478,0.0,0.0,.000,2.3,4.8,.482,1.5,2.4,.646,1.2,1.4,0.8,0.6,0.4,0.9,1.9,6.1
Albert King,NJN,1985,5.4,11.0,.491,0.0,0.2,.000,5.4,10.8,.500,2.0,2.5,.817,1.7,2.1,1.4,1.0,0.2,1.5,2.6,12.8
Bernard King*,NYK,1985,12.6,23.7,.530,0.0,0.2,.100,12.5,23.5,.534,7.7,10.0,.772,2.1,3.7,3.7,1.3,0.3,3.7,3.5,32.9
Reggie King,SEA,1985,1.1,2.5,.423,0.0,0.0,,1.1,2.5,.423,0.7,1.0,.695,0.7,1.3,0.9,0.5,0.2,0.7,1.2,2.8
Greg Kite,BOS,1985,0.6,1.6,.375,0.0,0.0,,0.6,1.6,.375,0.4,0.6,.688,0.7,0.9,0.3,0.1,0.2,0.5,1.5,1.6
Billy Knight,TOT,1985,2.3,5.2,.441,0.2,0.4,.440,2.1,4.8,.441,0.9,1.1,.877,0.7,1.0,1.2,0.2,0.0,1.0,0.9,5.7
Joe Kopicki,DEN,1985,1.2,2.3,.526,0.0,0.1,.667,1.1,2.2,.522,1.0,1.3,.796,0.7,1.4,0.7,0.3,0.0,0.7,1.4,3.5
Mitch Kupchak,LAL,1985,2.1,4.2,.504,0.0,0.0,,2.1,4.2,.504,1.0,1.6,.659,1.2,2.0,0.4,0.3,0.3,0.8,1.8,5.3
Tom LaGarde,NJN,1985,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,1.0,2.0,.500,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
Bill Laimbeer,DET,1985,7.3,14.4,.506,0.0,0.2,.222,7.2,14.1,.510,3.0,3.7,.797,3.6,8.8,1.9,0.8,0.9,1.6,3.8,17.5
Allen Leavell,HOU,1985,2.1,5.0,.421,0.2,0.9,.216,1.9,4.1,.465,1.0,1.4,.772,0.2,0.7,2.4,0.5,0.1,1.2,1.5,5.4
Ronnie Lester,LAL,1985,1.1,2.6,.415,0.0,0.0,.000,1.1,2.5,.420,0.7,1.0,.677,0.1,0.7,2.5,0.5,0.1,1.0,0.8,2.8
Fat Lever,DEN,1985,5.2,12.0,.430,0.1,0.3,.250,5.1,11.7,.435,2.4,3.1,.770,1.8,3.2,7.5,2.5,0.4,2.5,2.8,12.8
Cliff Levingston,ATL,1985,3.9,7.5,.527,0.0,0.0,.000,3.9,7.4,.529,2.0,3.0,.653,3.1,4.5,1.4,0.9,0.9,1.8,3.1,9.8
Alton Lister,MIL,1985,4.0,7.4,.538,0.0,0.0,.000,4.0,7.4,.539,1.9,3.2,.588,2.7,5.3,1.6,0.6,2.1,2.3,3.5,9.9
Lewis Lloyd,HOU,1985,5.6,10.6,.526,0.0,0.1,.250,5.5,10.5,.528,2.0,2.7,.732,1.2,1.6,3.4,0.9,0.3,2.2,2.4,13.1
John Long,DET,1985,6.5,13.4,.487,0.1,0.2,.333,6.5,13.2,.490,1.6,1.9,.862,1.2,1.7,2.0,1.1,0.2,1.5,2.1,14.7
Sidney Lowe,TOT,1985,0.5,1.3,.370,0.0,0.0,.000,0.5,1.2,.385,0.4,0.4,1.000,0.2,0.6,2.4,0.5,0.0,0.6,1.3,1.3
John Lucas,HOU,1985,4.4,9.5,.462,0.4,1.4,.318,3.9,8.1,.487,2.2,2.7,.798,0.4,1.4,6.8,1.3,0.0,2.2,1.7,11.4
Maurice Lucas,PHO,1985,5.5,11.5,.476,0.0,0.1,.000,5.5,11.5,.479,2.4,3.2,.750,2.2,6.7,2.3,0.6,0.3,2.4,2.9,13.4
Kyle Macy,PHO,1985,4.3,9.0,.485,0.4,1.3,.271,4.0,7.6,.521,2.0,2.2,.907,0.5,2.2,5.8,1.3,0.0,1.7,2.0,11.0
Rick Mahorn,WSB,1985,2.7,5.4,.499,0.0,0.0,,2.7,5.4,.499,0.9,1.4,.683,1.9,5.9,1.6,0.8,1.4,1.7,4.0,6.3
Jeff Malone,WSB,1985,8.0,16.0,.499,0.2,0.9,.208,7.8,15.0,.517,2.8,3.3,.844,0.8,1.9,2.4,0.7,0.1,1.4,2.3,18.9
Moses Malone*,PHI,1985,7.6,16.3,.469,0.0,0.0,.000,7.6,16.2,.470,9.3,11.4,.815,4.9,8.2,1.6,0.8,1.6,3.6,2.7,24.6
Pace Mannion,UTA,1985,0.8,1.9,.429,0.0,0.0,.000,0.8,1.8,.435,0.5,0.7,.696,0.4,0.3,0.8,0.5,0.1,0.5,0.5,2.1
Wes Matthews,CHI,1985,2.4,4.9,.495,0.0,0.2,.125,2.4,4.7,.511,0.8,1.1,.694,0.2,0.7,4.5,0.9,0.2,1.6,1.7,5.7
Cedric Maxwell,BOS,1985,3.5,6.6,.533,0.0,0.0,.000,3.5,6.6,.536,4.1,4.9,.831,1.7,2.5,1.8,0.6,0.3,1.7,2.5,11.1
Bob McAdoo*,LAL,1985,4.3,8.3,.520,0.0,0.0,.000,4.3,8.3,.521,1.8,2.5,.753,1.2,3.3,1.0,0.3,0.8,1.4,2.6,10.5
Tim McCormick,SEA,1985,3.4,6.2,.557,0.0,0.0,.000,3.4,6.2,.558,2.4,3.4,.715,1.9,3.2,1.0,0.2,0.4,1.5,2.7,9.3
Rodney McCray,HOU,1985,5.8,10.9,.535,0.0,0.1,.000,5.8,10.8,.538,2.8,3.8,.738,2.5,4.1,4.3,1.1,0.9,2.2,2.6,14.4
Scooter McCray,SEA,1985,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,0.5,0.7,.750,1.0,1.8,1.2,0.2,0.5,1.7,2.2,2.5
Hank McDowell,HOU,1985,0.6,1.2,.476,0.0,0.0,.000,0.6,1.2,.488,0.2,0.3,.700,0.2,0.4,0.3,0.1,0.1,0.2,0.6,1.4
Mike McGee,LAL,1985,4.3,8.1,.538,0.3,0.8,.361,4.0,7.3,.557,1.2,2.1,.588,1.3,0.9,0.9,0.5,0.1,1.1,1.9,10.2
Kevin McHale*,BOS,1985,7.7,13.4,.570,0.0,0.1,.000,7.7,13.4,.573,4.5,5.9,.760,2.9,6.1,1.8,0.4,1.5,2.0,3.0,19.8
Kevin McKenna,NJN,1985,2.1,4.6,.455,0.2,0.4,.385,1.9,4.2,.463,1.3,1.5,.884,0.7,1.0,2.0,1.0,0.2,1.1,2.2,5.7
Tom McMillen,WSB,1985,3.7,7.7,.472,0.0,0.1,.000,3.7,7.7,.476,1.6,2.0,.830,0.9,2.1,0.8,0.1,0.2,0.6,2.4,8.9
Mark McNamara,TOT,1985,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,0.7,1.4,.516,0.7,1.0,0.1,0.2,0.2,0.4,0.6,2.5
Joe Meriweather,KCK,1985,1.6,3.2,.498,0.0,0.0,.500,1.6,3.2,.498,1.3,1.6,.774,1.2,2.2,0.4,0.2,0.4,0.7,2.4,4.5
Larry Micheaux,TOT,1985,1.6,2.8,.580,0.0,0.1,.000,1.6,2.7,.591,0.5,0.8,.674,1.1,1.4,0.5,0.4,0.4,0.6,1.3,3.7
Mike Mitchell,SAS,1985,9.5,19.0,.497,0.1,0.3,.217,9.4,18.7,.502,3.3,4.2,.777,1.8,3.3,1.8,0.7,0.3,1.8,2.7,22.2
Paul Mokeski,MIL,1985,2.6,5.4,.478,0.0,0.0,.000,2.6,5.4,.480,1.0,1.5,.698,1.4,3.8,1.3,0.4,0.4,1.1,3.4,6.2
Sidney Moncrief*,MIL,1985,7.7,15.9,.483,0.1,0.5,.273,7.6,15.5,.489,6.2,7.5,.828,2.0,3.3,5.2,1.6,0.5,2.5,2.7,21.7
Johnny Moore,SAS,1985,5.1,11.1,.457,0.3,1.1,.281,4.8,10.0,.476,2.3,3.0,.762,1.1,3.5,10.0,2.8,0.2,2.9,3.0,12.8
Jay Murphy,LAC,1985,0.3,2.2,.160,0.0,0.0,.000,0.3,2.1,.163,0.5,0.9,.571,0.3,1.5,0.2,0.0,0.1,0.3,0.9,1.2
Larry Nance,PHO,1985,8.4,14.4,.587,0.0,0.0,.500,8.4,14.3,.587,3.0,4.2,.709,3.2,5.6,2.6,1.4,1.7,2.2,3.0,19.9
Calvin Natt,DEN,1985,8.8,16.1,.546,0.0,0.0,.000,8.8,16.1,.547,5.7,7.2,.793,2.7,5.1,3.1,1.0,0.4,2.4,2.3,23.3
Kenny Natt,TOT,1985,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,0.3,0.5,.500,0.3,0.1,0.4,0.3,0.0,0.4,0.4,0.8
Ed Nealy,KCK,1985,1.2,2.0,.591,0.0,0.0,,1.2,2.0,.591,0.5,0.9,.526,0.7,1.3,0.8,0.1,0.0,0.5,1.2,2.8
Chuck Nevitt,LAL,1985,0.5,1.5,.294,0.0,0.0,,0.5,1.5,.294,0.2,0.7,.250,0.5,1.4,0.3,0.0,1.4,0.9,1.8,1.1
Kurt Nimphius,DAL,1985,2.4,5.3,.452,0.0,0.1,.000,2.4,5.2,.458,1.3,1.7,.771,1.7,3.3,2.2,0.4,1.5,1.2,3.2,6.1
Norm Nixon,LAC,1985,7.4,15.8,.465,0.4,1.2,.333,7.0,14.6,.476,2.1,2.7,.780,0.7,2.0,8.8,1.2,0.0,3.4,2.2,17.2
Audie Norris,POR,1985,1.7,3.1,.543,0.0,0.0,.000,1.7,3.1,.550,1.7,2.6,.665,1.2,2.1,0.6,0.5,0.4,1.3,2.8,5.1
Mike O\'Koren,NJN,1985,4.5,9.1,.494,0.2,0.5,.381,4.3,8.7,.500,1.0,1.6,.627,1.1,2.8,2.4,0.7,0.4,1.2,2.7,10.2
Hakeem Olajuwon*,HOU,1985,8.3,15.3,.538,0.0,0.0,,8.3,15.3,.538,4.1,6.7,.613,5.4,6.5,1.4,1.2,2.7,2.9,4.2,20.6
Mark Olberding,KCK,1985,3.3,6.5,.502,0.0,0.0,.000,3.3,6.5,.505,3.6,4.3,.832,1.7,4.6,3.0,0.7,0.1,2.3,3.7,10.2
Jawann Oldham,CHI,1985,1.4,3.0,.464,0.0,0.0,.000,1.4,3.0,.466,0.5,0.8,.680,1.3,2.5,0.5,0.2,2.0,0.9,2.6,3.4
Louis Orr,NYK,1985,4.7,9.7,.486,0.0,0.1,.100,4.7,9.6,.491,3.3,4.2,.784,2.2,2.8,1.7,1.3,0.3,1.7,2.5,12.7
Robert Parish*,BOS,1985,7.0,12.9,.542,0.0,0.0,,7.0,12.9,.542,3.7,5.0,.743,3.3,7.3,1.6,0.7,1.3,2.4,2.8,17.6
Billy Paultz,UTA,1985,0.5,1.4,.368,0.0,0.0,,0.5,1.4,.368,0.3,0.5,.643,0.4,1.2,0.3,0.1,0.2,0.5,0.8,1.3
Jim Paxson,POR,1985,7.5,14.5,.514,0.1,0.6,.154,7.4,14.0,.529,2.9,3.6,.790,1.0,2.3,3.9,1.5,0.1,1.6,1.7,17.9
John Paxson,SAS,1985,2.5,4.9,.509,0.1,0.4,.294,2.4,4.5,.530,1.1,1.3,.840,0.2,0.6,2.8,0.6,0.0,1.0,1.5,6.2
Sam Perkins,DAL,1985,4.2,9.0,.471,0.1,0.4,.250,4.1,8.5,.483,2.4,3.0,.820,2.3,5.1,1.6,0.8,0.8,1.2,2.9,11.0
Jim Petersen,HOU,1985,1.2,2.4,.486,0.0,0.0,,1.2,2.4,.486,0.8,1.1,.758,0.7,1.7,0.5,0.2,0.5,1.2,2.1,3.2
Ricky Pierce,MIL,1985,3.8,7.0,.537,0.0,0.1,.250,3.7,6.9,.541,2.3,2.8,.823,1.1,1.5,2.1,0.8,0.1,1.4,2.7,9.8
Charles Pittman,PHO,1985,1.6,3.3,.471,0.0,0.0,.000,1.6,3.3,.476,1.6,2.1,.747,1.3,2.0,1.0,0.3,0.3,1.5,2.1,4.8
Gary Plummer,GSW,1985,1.4,3.5,.397,0.0,0.1,.250,1.4,3.5,.399,1.0,1.4,.707,0.8,1.2,0.4,0.2,0.2,0.8,1.9,3.8
