FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,top_PTS,top_5_PTS,top_5_AST,top_5_DRB,top_5_ORB,top_5_stats_sum,Team,Year,Conf,made_playoff
0.2609742940996932,-0.4789241178938927,0.5553244296982434,-1.3932016262982434,-1.9787606037300867,1.00623750187369,1.0660518029459884,1.3796346192225555,-0.5992307064415585,0.963461246657555,-0.08059538113046612,2.061664510496054,-1.0109280111907646,-0.5593753277682929,-0.5126530952488428,0.5671244607868442,-0.458949446106368,-1.033283722500137,-0.3102871484799936,0.09516788146723874,0.7353067328749179,1.056821862078165,0.675465820823392,0.7856160773761793,0.21110112539710021,-1.0404537367654176,0.675465820823392,Chicago Bulls,2022,East,0
-1.584486785605275,0.16249211142828243,-1.8323897305678125,0.6854650985517141,1.0179856066000117,-0.5524780776208343,-1.6519272980494557,-0.7434655394266068,-1.584807526246755,-1.076809628617267,-0.9872934188481889,-0.3765720985005906,0.06126836431459472,-0.23246766868292745,-0.8122555535111524,-1.6114634068699343,-0.23137120836767291,0.8410448904070876,1.1160328082425666,-1.5577479545426574,-1.6247498403089171,-1.0019220250870897,-1.6602171314854823,-1.213288734882733,0.3468089917238067,-0.026011343419135337,-1.6602171314854823,Orlando Magic,2022,East,0
-0.9693330923702855,-1.291384675035317,-0.20440280311368347,-0.650820653137544,-0.28968546699857595,-0.760306821553438,-0.383537050918248,-0.44668809789500397,0.11038460381818287,0.07934386737179899,0.16119076226092793,-0.10565691972318533,0.2910247304943137,-0.7773137671585352,0.08655182127577973,-0.2628137745109761,-1.5968406347998425,0.9852240144768749,-2.187023933641258,-1.031820188539507,-0.14971448206902024,-1.4453437853996067,-0.18437350777383413,0.18129601785604277,1.7943595658753573,0.8323629894123336,-0.18437350777383413,Cleveland Cavaliers,2022,East,0
-0.2423332730925694,-0.8637738554872002,0.28399327512255523,-1.3189635289821737,-0.8345484143313211,-1.1759643094186452,0.6130552861134145,0.23818292102408084,0.5440384045324692,0.895452217481729,0.8865491924351058,0.19234977693196043,-0.7045861896178045,1.3475860168963343,-0.06324940785537592,-1.3002365686332518,0.3375743859790643,0.12014927005815501,-0.38535661988644526,-0.35562734653546246,0.6205817605673708,0.16997834145313198,-0.29987431310778645,-0.19059324954096446,0.889640457030639,-0.7283176157357909,-0.29987431310778645,Washington Wizards,2022,East,0
0.3168973571210566,1.1032359144341344,-0.36720149585909634,-0.650820653137544,-0.9435210037978717,0.43470845605903,0.6583549377966725,1.3796346192225555,-1.1511537255324684,-0.2607012785073382,-0.44327459621755394,0.1652582590542199,2.435417481505032,-2.3028828428902393,-1.1118580117734638,2.0195163725580305,-0.5727385649757151,-1.10537328453503,0.06506020855225934,-0.055097194533662845,-0.14971448206902024,-0.8435571106897625,1.1503024649740936,-0.5159963585133451,-0.6483820280053832,2.861247776104897,1.1503024649740936,Toronto Raptors,2022,East,0
0.03728204201424359,-1.291384675035317,0.9351880461042068,-0.353868263873264,-0.916277856431234,1.058194687856841,0.25065807264735496,0.07837968327629535,0.3074999677792221,0.2153619257234546,-0.503721132065403,1.465651117185762,-1.2406843773704848,-1.1042214262439005,-0.5126530952488428,-0.0553292156865208,1.1340982180644965,-1.3937315326746034,-0.3102871484799936,0.020035343466786166,0.14529258957895913,-0.4318083332567124,1.0219682368252563,-0.23707940796559096,1.4777078777797046,-0.18207940393394736,1.0219682368252563,Philadelphia 76ers,2022,East,0
-0.5219485881993824,-0.43616303593908345,-0.31293526494395874,1.1308936824481348,0.5003658066339041,1.2660234317894445,-1.1536311295336237,-0.6521494035707291,-0.8751922159870135,0.4193890132509374,0.5843165131958649,-0.21402299123414745,-0.09190254647188595,0.20340921009755716,-0.7623218104674351,-0.885267450984342,1.5892546935418856,-0.2402985401163113,0.21519915136516,0.04507952280027155,0.3091854071611702,-0.7485381620513669,-1.185380487334777,-1.352747210156611,0.12062921451262708,1.4566352314715845,-1.185380487334777,New York Knicks,2022,East,0
0.652435735249229,0.20525319338309167,0.5553244296982434,0.017322222707085694,0.037232301401069964,-0.13682058975562708,0.5677556344301581,0.07837968327629535,0.7411537684935086,-1.076809628617267,-1.108186490543885,-0.24111450911188798,-0.3216589126516049,0.6392860888780418,0.036618078232060584,-0.885267450984342,2.158200287888623,0.3364179561628353,1.266171751055467,0.19534459880116958,-0.5627243823761912,-0.46348131613617716,-0.22287377621848367,0.3207544931299207,0.07539325907039213,-0.33814746444876076,-0.22287377621848367,Indiana Pacers,2022,East,0
-0.0745640840284832,0.5473418490215839,-0.421467726774234,-0.20539206924112463,0.2824206277008049,-0.9161783795028907,0.069459465914326,0.032721615348355715,-0.007884614558440695,1.0994793050092118,0.6447630490437138,1.0863698668973947,0.2910247304943137,0.5303168691829225,-0.3129181230739681,-0.1590714950987489,0.7927308614564534,-0.3123881021512043,-0.08507873426064397,0.2704771368016186,0.14529258957895913,0.7717650161629752,1.1631358877889786,0.13480985943141627,1.251528100568525,1.144499110441959,1.1631358877889786,Boston Celtics,2022,East,0
0.03728204201424359,-1.2058625111256924,0.8266555842739315,-0.5023444585054047,-0.6438463827648615,0.1749225261432755,0.34125737601387107,-0.08142355447149176,0.7017306957013006,1.5755425092400033,1.2492284075221958,0.9780037953864357,0.21443927510107402,0.5303168691829225,0.3362205364943719,-0.36655605392320423,-2.7347318234933167,0.40850751819772835,1.566449636681271,0.445786392136002,0.7353067328749179,0.36001623872992405,0.8936340086764171,0.8785883942254307,-0.01507865181407939,0.13005671709567806,0.8936340086764171,Miami Heat,2022,East,0
